ID,NI,CI,HI,WI,NO,DO,HO,WO,HK,WK,HPTOP,HPBOTTOM,WPLEFT,WPRIGHT,HS,WS,HD,WD,GROUP,BIAS
35,1,512,8,8,1,512,8,8,3,3,1,1,1,1,1,1,1,1,1,512
36,1,3,224,224,1,128,56,56,7,7,2,2,2,2,4,4,1,1,1,128
38,1,128,56,56,1,256,28,28,3,3,1,1,1,1,2,2,1,1,1,256
40,1,256,28,28,1,512,14,14,3,3,1,1,1,1,2,2,1,1,1,512
41,1,512,14,14,1,768,7,7,3,3,1,1,1,1,2,2,1,1,1,768
42,1,3,224,224,1,96,56,56,7,7,2,2,2,2,4,4,1,1,1,96
44,1,96,56,56,1,192,28,28,3,3,1,1,1,1,2,2,1,1,1,192
46,1,192,28,28,1,384,14,14,3,3,1,1,1,1,2,2,1,1,1,384
47,1,384,14,14,1,576,7,7,3,3,1,1,1,1,2,2,1,1,1,576
48,1,3,224,224,1,64,56,56,7,7,2,2,2,2,4,4,1,1,1,64
50,1,64,56,56,1,128,28,28,3,3,1,1,1,1,2,2,1,1,1,128
52,1,128,28,28,1,320,14,14,3,3,1,1,1,1,2,2,1,1,1,320
53,1,320,14,14,1,512,7,7,3,3,1,1,1,1,2,2,1,1,1,512
54,1,3,448,448,1,768,28,28,16,16,0,0,0,0,16,16,1,1,1,768
55,1,3,224,224,1,384,14,14,16,16,0,0,0,0,16,16,1,1,1,384
56,1,3,384,384,1,384,24,24,16,16,0,0,0,0,16,16,1,1,1,384
57,1,3,384,384,1,288,24,24,16,16,0,0,0,0,16,16,1,1,1,288
58,1,3,224,224,1,192,14,14,16,16,0,0,0,0,16,16,1,1,1,192
59,1,3,384,384,1,192,24,24,16,16,0,0,0,0,16,16,1,1,1,192
60,1,3,224,224,1,128,56,56,4,4,0,0,0,0,4,4,1,1,1,128
65,1,128,56,56,1,256,28,28,2,2,0,0,0,0,2,2,1,1,1,256
70,1,256,28,28,1,320,14,14,2,2,0,0,0,0,2,2,1,1,1,320
75,1,320,14,14,1,512,7,7,2,2,0,0,0,0,2,2,1,1,1,512
80,1,3,384,384,1,128,96,96,4,4,0,0,0,0,4,4,1,1,1,128
85,1,128,96,96,1,256,48,48,2,2,0,0,0,0,2,2,1,1,1,256
90,1,256,48,48,1,320,24,24,2,2,0,0,0,0,2,2,1,1,1,320
95,1,320,24,24,1,512,12,12,2,2,0,0,0,0,2,2,1,1,1,512
100,1,3,224,224,1,64,56,56,4,4,0,0,0,0,4,4,1,1,1,64
105,1,64,56,56,1,128,28,28,2,2,0,0,0,0,2,2,1,1,1,128
110,1,128,28,28,1,320,14,14,2,2,0,0,0,0,2,2,1,1,1,320
111,1,128,28,28,1,256,14,14,2,2,0,0,0,0,2,2,1,1,1,256
116,1,256,14,14,1,320,7,7,2,2,0,0,0,0,2,2,1,1,1,320
121,1,3,224,224,1,152,56,56,4,4,0,0,0,0,4,4,1,1,1,152
126,1,152,56,56,1,216,28,28,2,2,0,0,0,0,2,2,1,1,1,216
131,1,216,28,28,1,216,14,14,2,2,0,0,0,0,2,2,1,1,1,216
136,1,216,14,14,1,216,7,7,2,2,0,0,0,0,2,2,1,1,1,216
141,1,152,56,56,1,320,28,28,2,2,0,0,0,0,2,2,1,1,1,320
146,1,320,28,28,1,320,14,14,2,2,0,0,0,0,2,2,1,1,1,320
147,1,320,14,14,1,320,7,7,2,2,0,0,0,0,2,2,1,1,1,320
148,1,152,56,56,1,152,28,28,2,2,0,0,0,0,2,2,1,1,1,152
153,1,152,28,28,1,152,14,14,2,2,0,0,0,0,2,2,1,1,1,152
158,1,152,14,14,1,152,7,7,2,2,0,0,0,0,2,2,1,1,1,152
163,1,3,224,224,1,64,112,112,3,3,1,1,1,1,2,2,1,1,1,64
164,1,64,112,112,1,64,112,112,3,3,1,1,1,1,1,1,1,1,1,64
169,1,3,224,224,1,32,112,112,3,3,1,1,1,1,2,2,1,1,1,32
170,1,32,112,112,1,64,112,112,3,3,1,1,1,1,1,1,1,1,1,64
175,1,3,224,224,1,128,112,112,3,3,1,1,1,1,2,2,1,1,1,128
176,1,128,112,112,1,128,112,112,3,3,1,1,1,1,1,1,1,1,1,128
181,1,64,112,112,1,128,112,112,3,3,1,1,1,1,1,1,1,1,1,128
183,1,3,224,224,1,192,112,112,3,3,1,1,1,1,2,2,1,1,1,192
184,1,192,112,112,1,192,112,112,3,3,1,1,1,1,1,1,1,1,1,192
189,1,3,224,224,1,96,112,112,3,3,1,1,1,1,2,2,1,1,1,96
190,1,96,112,112,1,192,112,112,3,3,1,1,1,1,1,1,1,1,1,192
200,1,3,384,384,1,64,192,192,3,3,1,1,1,1,2,2,1,1,1,64
201,1,64,192,192,1,128,192,192,3,3,1,1,1,1,1,1,1,1,1,128
216,1,3,224,224,1,432,14,14,16,16,0,0,0,0,16,16,1,1,1,432
217,1,3,224,224,1,768,32,32,7,7,0,0,0,0,7,7,1,1,1,768
220,1,3,224,224,1,1536,32,32,7,7,0,0,0,0,7,7,1,1,1,1536
222,1,3,224,224,1,40,56,56,4,4,0,0,0,0,4,4,1,1,1,40
224,1,40,56,56,1,80,28,28,2,2,0,0,0,0,2,2,1,1,1,80
226,1,80,28,28,1,160,14,14,2,2,0,0,0,0,2,2,1,1,1,160
228,1,160,14,14,1,320,7,7,2,2,0,0,0,0,2,2,1,1,1,320
230,1,3,224,224,1,24,112,112,3,3,1,1,1,1,2,2,1,1,1,24
231,1,24,112,112,1,40,56,56,3,3,1,1,1,1,2,2,1,1,1,40
234,1,256,28,28,1,512,14,14,2,2,0,0,0,0,2,2,1,1,1,512
236,1,512,14,14,1,1024,7,7,2,2,0,0,0,0,2,2,1,1,1,1024
238,1,3,224,224,1,48,56,56,4,4,0,0,0,0,4,4,1,1,1,48
239,1,48,56,56,1,96,28,28,2,2,0,0,0,0,2,2,1,1,1,96
240,1,96,28,28,1,192,14,14,2,2,0,0,0,0,2,2,1,1,1,192
242,1,192,14,14,1,384,7,7,2,2,0,0,0,0,2,2,1,1,1,384
244,1,24,112,112,1,48,56,56,3,3,1,1,1,1,2,2,1,1,1,48
245,1,3,224,224,1,192,56,56,4,4,0,0,0,0,4,4,1,1,1,192
247,1,192,56,56,1,384,28,28,2,2,0,0,0,0,2,2,1,1,1,384
249,1,384,28,28,1,768,14,14,2,2,0,0,0,0,2,2,1,1,1,768
251,1,768,14,14,1,1536,7,7,2,2,0,0,0,0,2,2,1,1,1,1536
253,1,3,320,320,1,192,80,80,4,4,0,0,0,0,4,4,1,1,1,192
255,1,192,80,80,1,384,40,40,2,2,0,0,0,0,2,2,1,1,1,384
257,1,384,40,40,1,768,20,20,2,2,0,0,0,0,2,2,1,1,1,768
259,1,768,20,20,1,1536,10,10,2,2,0,0,0,0,2,2,1,1,1,1536
261,1,3,224,224,1,80,56,56,4,4,0,0,0,0,4,4,1,1,1,80
263,1,80,56,56,1,160,28,28,2,2,0,0,0,0,2,2,1,1,1,160
265,1,160,28,28,1,320,14,14,2,2,0,0,0,0,2,2,1,1,1,320
267,1,320,14,14,1,640,7,7,2,2,0,0,0,0,2,2,1,1,1,640
269,1,3,224,224,1,80,112,112,3,3,1,1,1,1,2,2,1,1,1,80
270,1,80,112,112,1,80,56,56,3,3,1,1,1,1,2,2,1,1,1,80
272,1,256,14,14,1,512,7,7,2,2,0,0,0,0,2,2,1,1,1,512
274,1,3,224,224,1,32,112,112,3,3,1,1,1,1,2,2,1,1,1,32
275,1,32,112,112,1,64,56,56,3,3,1,1,1,1,2,2,1,1,1,64
276,1,3,224,224,1,96,56,56,4,4,0,0,0,0,4,4,1,1,1,96
278,1,96,56,56,1,192,28,28,2,2,0,0,0,0,2,2,1,1,1,192
280,1,192,28,28,1,384,14,14,2,2,0,0,0,0,2,2,1,1,1,384
282,1,384,14,14,1,768,7,7,2,2,0,0,0,0,2,2,1,1,1,768
284,1,3,224,224,1,256,56,56,4,4,0,0,0,0,4,4,1,1,1,256
286,1,256,56,56,1,512,28,28,2,2,0,0,0,0,2,2,1,1,1,512
288,1,512,28,28,1,1024,14,14,2,2,0,0,0,0,2,2,1,1,1,1024
290,1,1024,14,14,1,2048,7,7,2,2,0,0,0,0,2,2,1,1,1,2048
292,1,3,256,256,1,384,64,64,4,4,0,0,0,0,4,4,1,1,1,384
294,1,384,64,64,1,768,32,32,2,2,0,0,0,0,2,2,1,1,1,768
295,1,768,32,32,1,1536,16,16,2,2,0,0,0,0,2,2,1,1,1,1536
297,1,1536,16,16,1,3072,8,8,2,2,0,0,0,0,2,2,1,1,1,3072
299,1,3,224,224,1,32,56,56,4,4,0,0,0,0,4,4,1,1,1,32
301,1,32,56,56,1,64,28,28,2,2,0,0,0,0,2,2,1,1,1,64
303,1,64,28,28,1,128,14,14,2,2,0,0,0,0,2,2,1,1,1,128
305,1,128,14,14,1,256,7,7,2,2,0,0,0,0,2,2,1,1,1,256
307,1,32,112,112,1,32,56,56,3,3,1,1,1,1,2,2,1,1,1,32
308,1,3,384,384,1,352,96,96,4,4,0,0,0,0,4,4,1,1,1,352
310,1,352,96,96,1,704,48,48,2,2,0,0,0,0,2,2,1,1,1,704
312,1,704,48,48,1,1408,24,24,2,2,0,0,0,0,2,2,1,1,1,1408
314,1,1408,24,24,1,2816,12,12,2,2,0,0,0,0,2,2,1,1,1,2816
316,1,3,240,240,1,128,20,20,12,12,0,0,0,0,12,12,1,1,1,128
317,1,3,224,224,1,256,14,14,16,16,0,0,0,0,16,16,1,1,1,256
318,1,3,240,240,1,32,60,60,7,7,3,3,3,3,4,4,1,1,1,32
319,1,32,60,60,1,64,20,20,3,3,0,0,0,0,3,3,1,1,1,64
320,1,64,20,20,1,128,20,20,3,3,1,1,1,1,1,1,1,1,1,128
321,1,3,224,224,1,64,56,56,7,7,3,3,3,3,4,4,1,1,1,64
322,1,128,28,28,1,256,14,14,3,3,1,1,1,1,2,2,1,1,1,256
323,1,3,240,240,1,192,20,20,12,12,0,0,0,0,12,12,1,1,1,192
324,1,3,240,240,1,48,60,60,7,7,3,3,3,3,4,4,1,1,1,48
325,1,48,60,60,1,96,20,20,3,3,0,0,0,0,3,3,1,1,1,96
326,1,96,20,20,1,192,20,20,3,3,1,1,1,1,1,1,1,1,1,192
327,1,3,224,224,1,96,56,56,7,7,3,3,3,3,4,4,1,1,1,96
328,1,3,408,408,1,48,102,102,7,7,3,3,3,3,4,4,1,1,1,48
329,1,48,102,102,1,96,34,34,3,3,0,0,0,0,3,3,1,1,1,96
330,1,96,34,34,1,192,34,34,3,3,1,1,1,1,1,1,1,1,1,192
331,1,3,384,384,1,96,96,96,7,7,3,3,3,3,4,4,1,1,1,96
332,1,96,96,96,1,192,48,48,3,3,1,1,1,1,2,2,1,1,1,192
333,1,192,48,48,1,384,24,24,3,3,1,1,1,1,2,2,1,1,1,384
334,1,3,240,240,1,224,20,20,12,12,0,0,0,0,12,12,1,1,1,224
335,1,3,224,224,1,448,14,14,16,16,0,0,0,0,16,16,1,1,1,448
336,1,3,240,240,1,56,60,60,7,7,3,3,3,3,4,4,1,1,1,56
337,1,56,60,60,1,112,20,20,3,3,0,0,0,0,3,3,1,1,1,112
338,1,112,20,20,1,224,20,20,3,3,1,1,1,1,1,1,1,1,1,224
339,1,3,224,224,1,112,56,56,7,7,3,3,3,3,4,4,1,1,1,112
340,1,112,56,56,1,224,28,28,3,3,1,1,1,1,2,2,1,1,1,224
341,1,224,28,28,1,448,14,14,3,3,1,1,1,1,2,2,1,1,1,448
342,1,3,408,408,1,56,102,102,7,7,3,3,3,3,4,4,1,1,1,56
343,1,56,102,102,1,112,34,34,3,3,0,0,0,0,3,3,1,1,1,112
344,1,112,34,34,1,224,34,34,3,3,1,1,1,1,1,1,1,1,1,224
345,1,3,384,384,1,112,96,96,7,7,3,3,3,3,4,4,1,1,1,112
346,1,112,96,96,1,224,48,48,3,3,1,1,1,1,2,2,1,1,1,224
347,1,224,48,48,1,448,24,24,3,3,1,1,1,1,2,2,1,1,1,448
348,1,3,240,240,1,384,20,20,12,12,0,0,0,0,12,12,1,1,1,384
349,1,3,240,240,1,96,20,20,12,12,0,0,0,0,12,12,1,1,1,96
350,1,3,256,256,1,64,128,128,6,6,2,2,2,2,2,2,1,1,1,64
351,1,64,128,128,1,64,64,64,3,3,1,1,1,1,2,2,1,1,1,64
352,1,3,256,256,1,48,128,128,6,6,2,2,2,2,2,2,1,1,1,48
353,1,48,128,128,1,48,64,64,3,3,1,1,1,1,2,2,1,1,1,48
354,1,48,64,64,1,48,64,64,3,3,1,1,1,1,1,1,1,1,1,48
355,1,96,64,64,1,96,32,32,3,3,1,1,1,1,2,2,1,1,1,96
356,1,96,32,32,1,96,32,32,3,3,1,1,1,1,1,1,1,1,1,96
357,1,192,32,32,1,192,16,16,3,3,1,1,1,1,2,2,1,1,1,192
358,1,192,16,16,1,192,16,16,3,3,1,1,1,1,1,1,1,1,1,192
359,1,384,16,16,1,384,8,8,3,3,1,1,1,1,2,2,1,1,1,384
360,1,384,8,8,1,384,8,8,3,3,1,1,1,1,1,1,1,1,1,384
361,1,3,256,256,1,32,128,128,6,6,2,2,2,2,2,2,1,1,1,32
362,1,32,128,128,1,32,64,64,3,3,1,1,1,1,2,2,1,1,1,32
363,1,32,64,64,1,32,64,64,3,3,1,1,1,1,1,1,1,1,1,32
364,1,64,64,64,1,64,32,32,3,3,1,1,1,1,2,2,1,1,1,64
365,1,64,32,32,1,64,32,32,3,3,1,1,1,1,1,1,1,1,1,64
366,1,128,32,32,1,128,16,16,3,3,1,1,1,1,2,2,1,1,1,128
367,1,128,16,16,1,128,16,16,3,3,1,1,1,1,1,1,1,1,1,128
368,1,256,16,16,1,256,8,8,3,3,1,1,1,1,2,2,1,1,1,256
369,1,256,8,8,1,256,8,8,3,3,1,1,1,1,1,1,1,1,1,256
370,1,3,256,256,1,80,128,128,6,6,2,2,2,2,2,2,1,1,1,80
371,1,80,128,128,1,80,64,64,3,3,1,1,1,1,2,2,1,1,1,80
372,1,80,64,64,1,80,64,64,3,3,1,1,1,1,1,1,1,1,1,80
373,1,160,64,64,1,160,32,32,3,3,1,1,1,1,2,2,1,1,1,160
374,1,160,32,32,1,160,32,32,3,3,1,1,1,1,1,1,1,1,1,160
375,1,320,32,32,1,320,16,16,3,3,1,1,1,1,2,2,1,1,1,320
376,1,320,16,16,1,320,16,16,3,3,1,1,1,1,1,1,1,1,1,320
377,1,640,16,16,1,640,8,8,3,3,1,1,1,1,2,2,1,1,1,640
378,1,640,8,8,1,640,8,8,3,3,1,1,1,1,1,1,1,1,1,640
379,1,3,256,256,1,32,128,128,3,3,1,1,1,1,2,2,1,1,1,32
380,1,24,128,128,1,48,128,128,3,3,1,1,1,1,1,1,1,1,1,48
381,1,3,256,256,1,16,128,128,3,3,1,1,1,1,2,2,1,1,1,16
382,1,16,128,128,1,32,128,128,3,3,1,1,1,1,1,1,1,1,1,32
383,1,3,256,256,1,40,128,128,3,3,1,1,1,1,2,2,1,1,1,40
384,1,40,128,128,1,80,128,128,3,3,1,1,1,1,1,1,1,1,1,80
385,1,80,64,64,1,120,64,64,3,3,1,1,1,1,1,1,1,1,1,120
386,1,160,32,32,1,240,32,32,3,3,1,1,1,1,1,1,1,1,1,240
387,1,320,16,16,1,480,16,16,3,3,1,1,1,1,1,1,1,1,1,480
388,1,640,8,8,1,960,8,8,3,3,1,1,1,1,1,1,1,1,1,960
389,1,256,64,64,1,256,32,32,3,3,1,1,1,1,2,2,1,1,1,256
394,1,3,256,256,1,32,256,256,3,3,1,1,1,1,1,1,1,1,1,32
395,1,32,256,256,1,64,128,128,3,3,1,1,1,1,2,2,1,1,1,64
396,1,64,128,128,1,128,64,64,3,3,1,1,1,1,2,2,1,1,1,128
397,1,128,64,64,1,256,32,32,3,3,1,1,1,1,2,2,1,1,1,256
398,1,256,32,32,1,512,16,16,3,3,1,1,1,1,2,2,1,1,1,512
399,1,512,16,16,1,1024,8,8,3,3,1,1,1,1,2,2,1,1,1,1024
400,1,3,256,256,1,64,128,128,7,7,3,3,3,3,2,2,1,1,1,64
401,1,32,128,128,1,32,128,128,3,3,1,1,1,1,1,1,1,1,1,32
402,1,512,32,32,1,512,16,16,3,3,1,1,1,1,2,2,1,1,1,512
403,1,1024,16,16,1,1024,8,8,3,3,1,1,1,1,2,2,1,1,1,1024
411,1,64,64,64,1,128,64,64,3,3,1,1,1,1,1,1,1,1,1,128
412,1,128,32,32,1,256,32,32,3,3,1,1,1,1,1,1,1,1,1,256
413,1,256,16,16,1,512,16,16,3,3,1,1,1,1,1,1,1,1,1,512
414,1,512,8,8,1,1024,8,8,3,3,1,1,1,1,1,1,1,1,1,1024
415,1,3,224,224,1,128,56,56,7,7,3,3,3,3,4,4,1,1,1,128
418,1,3,768,768,1,128,192,192,7,7,3,3,3,3,4,4,1,1,1,128
420,1,128,192,192,1,256,96,96,3,3,1,1,1,1,2,2,1,1,1,256
422,1,256,96,96,1,512,48,48,3,3,1,1,1,1,2,2,1,1,1,512
424,1,512,48,48,1,1024,24,24,3,3,1,1,1,1,2,2,1,1,1,1024
426,1,3,224,224,1,384,56,56,7,7,3,3,3,3,4,4,1,1,1,384
428,1,384,56,56,1,768,28,28,2,2,0,0,0,0,2,2,1,1,1,768
430,1,768,28,28,1,1536,14,14,2,2,0,0,0,0,2,2,1,1,1,1536
432,1,1536,14,14,1,3072,7,7,2,2,0,0,0,0,2,2,1,1,1,3072
434,1,3,224,224,1,256,56,56,7,7,3,3,3,3,4,4,1,1,1,256
439,1,3,768,768,1,256,192,192,7,7,3,3,3,3,4,4,1,1,1,256
441,1,256,192,192,1,512,96,96,3,3,1,1,1,1,2,2,1,1,1,512
443,1,512,96,96,1,1024,48,48,3,3,1,1,1,1,2,2,1,1,1,1024
445,1,1024,48,48,1,2048,24,24,3,3,1,1,1,1,2,2,1,1,1,2048
447,1,3,224,224,1,192,56,56,7,7,3,3,3,3,4,4,1,1,1,192
456,1,3,224,224,1,1280,16,16,14,14,0,0,0,0,14,14,1,1,1,1280
457,1,3,224,224,1,512,14,14,16,16,0,0,0,0,16,16,1,1,1,512
458,1,3,224,224,1,64,112,112,7,7,3,3,3,3,2,2,1,1,1,64
459,1,128,56,56,1,32,56,56,3,3,1,1,1,1,1,1,1,1,1,32
460,1,128,28,28,1,32,28,28,3,3,1,1,1,1,1,1,1,1,1,32
461,1,128,14,14,1,32,14,14,3,3,1,1,1,1,1,1,1,1,1,32
462,1,128,7,7,1,32,7,7,3,3,1,1,1,1,1,1,1,1,1,32
463,1,3,224,224,1,96,112,112,7,7,3,3,3,3,2,2,1,1,1,96
464,1,192,56,56,1,48,56,56,3,3,1,1,1,1,1,1,1,1,1,48
465,1,192,28,28,1,48,28,28,3,3,1,1,1,1,1,1,1,1,1,48
466,1,192,14,14,1,48,14,14,3,3,1,1,1,1,1,1,1,1,1,48
467,1,192,7,7,1,48,7,7,3,3,1,1,1,1,1,1,1,1,1,48
468,1,3,224,224,1,48,112,112,3,3,1,1,1,1,2,2,1,1,1,48
469,1,48,112,112,1,48,112,112,3,3,1,1,1,1,1,1,1,1,1,48
470,1,48,112,112,1,96,112,112,3,3,1,1,1,1,1,1,1,1,1,96
471,1,32,112,112,1,32,112,112,3,3,1,1,1,1,1,1,1,1,1,32
472,1,3,224,224,1,16,224,224,7,7,3,3,3,3,1,1,1,1,1,16
473,1,16,224,224,1,16,224,224,3,3,1,1,1,1,1,1,1,1,1,16
474,1,16,224,224,1,32,112,112,3,3,1,1,1,1,2,2,1,1,1,32
475,1,32,112,112,1,64,56,56,3,3,1,1,1,1,2,2,1,1,1,64
476,1,64,56,56,1,64,56,56,3,3,1,1,1,1,1,1,1,1,1,64
477,1,64,56,56,1,128,28,28,3,3,1,1,1,1,2,2,1,1,1,128
478,1,128,28,28,1,128,28,28,3,3,1,1,1,1,1,1,1,1,1,128
479,1,128,28,28,1,256,14,14,3,3,1,1,1,1,2,2,1,1,1,256
480,1,256,14,14,1,256,14,14,3,3,1,1,1,1,1,1,1,1,1,256
481,1,256,14,14,1,512,7,7,3,3,1,1,1,1,2,2,1,1,1,512
482,1,512,7,7,1,512,7,7,3,3,1,1,1,1,1,1,1,1,1,512
483,1,32,112,112,1,32,56,56,3,3,1,1,1,1,2,2,1,1,1,32
484,1,32,56,56,1,32,56,56,3,3,1,1,1,1,1,1,1,1,1,32
485,1,32,56,56,1,32,28,28,3,3,1,1,1,1,2,2,1,1,1,32
486,1,32,28,28,1,32,28,28,3,3,1,1,1,1,1,1,1,1,1,32
487,1,64,28,28,1,64,14,14,3,3,1,1,1,1,2,2,1,1,1,64
488,1,64,14,14,1,64,14,14,3,3,1,1,1,1,1,1,1,1,1,64
489,1,128,14,14,1,128,7,7,3,3,1,1,1,1,2,2,1,1,1,128
490,1,128,7,7,1,128,7,7,3,3,1,1,1,1,1,1,1,1,1,128
499,1,64,112,112,1,64,56,56,3,3,1,1,1,1,2,2,1,1,1,64
500,1,128,56,56,1,128,28,28,3,3,1,1,1,1,2,2,1,1,1,128
501,1,256,28,28,1,256,14,14,3,3,1,1,1,1,2,2,1,1,1,256
502,1,512,14,14,1,512,7,7,3,3,1,1,1,1,2,2,1,1,1,512
503,1,28,112,112,1,28,56,56,3,3,1,1,1,1,2,2,1,1,1,28
504,1,28,56,56,1,28,56,56,3,3,1,1,1,1,1,1,1,1,1,28
505,1,56,56,56,1,56,28,28,3,3,1,1,1,1,2,2,1,1,1,56
506,1,56,28,28,1,56,28,28,3,3,1,1,1,1,1,1,1,1,1,56
507,1,112,28,28,1,112,14,14,3,3,1,1,1,1,2,2,1,1,1,112
508,1,112,14,14,1,112,14,14,3,3,1,1,1,1,1,1,1,1,1,112
509,1,224,14,14,1,224,7,7,3,3,1,1,1,1,2,2,1,1,1,224
510,1,224,7,7,1,224,7,7,3,3,1,1,1,1,1,1,1,1,1,224
535,1,3,193,193,1,16,96,96,3,3,0,0,0,0,2,2,1,1,1,16
536,1,16,96,96,1,32,96,96,3,3,1,1,1,1,1,1,1,1,1,32
537,1,32,96,96,1,64,96,96,3,3,1,1,1,1,1,1,1,1,1,64
538,1,64,97,97,1,128,48,48,3,3,0,0,0,0,2,2,1,1,1,128
539,1,128,48,48,1,128,48,48,3,3,1,1,1,1,1,1,1,1,1,128
546,1,3,225,225,1,16,112,112,3,3,0,0,0,0,2,2,1,1,1,16
547,1,16,112,112,1,32,112,112,3,3,1,1,1,1,1,1,1,1,1,32
548,1,32,112,112,1,64,112,112,3,3,1,1,1,1,1,1,1,1,1,64
549,1,64,113,113,1,128,56,56,3,3,0,0,0,0,2,2,1,1,1,128
550,1,128,56,56,1,128,56,56,3,3,1,1,1,1,1,1,1,1,1,128
557,1,3,257,257,1,16,128,128,3,3,0,0,0,0,2,2,1,1,1,16
558,1,16,128,128,1,32,128,128,3,3,1,1,1,1,1,1,1,1,1,32
559,1,32,128,128,1,64,128,128,3,3,1,1,1,1,1,1,1,1,1,64
560,1,64,129,129,1,128,64,64,3,3,0,0,0,0,2,2,1,1,1,128
561,1,128,64,64,1,128,64,64,3,3,1,1,1,1,1,1,1,1,1,128
568,1,3,321,321,1,16,160,160,3,3,0,0,0,0,2,2,1,1,1,16
569,1,16,160,160,1,32,160,160,3,3,1,1,1,1,1,1,1,1,1,32
570,1,32,160,160,1,64,160,160,3,3,1,1,1,1,1,1,1,1,1,64
571,1,64,161,161,1,128,80,80,3,3,0,0,0,0,2,2,1,1,1,128
572,1,128,80,80,1,128,80,80,3,3,1,1,1,1,1,1,1,1,1,128
579,1,3,385,385,1,16,192,192,3,3,0,0,0,0,2,2,1,1,1,16
580,1,16,192,192,1,32,192,192,3,3,1,1,1,1,1,1,1,1,1,32
581,1,32,192,192,1,64,192,192,3,3,1,1,1,1,1,1,1,1,1,64
582,1,64,193,193,1,128,96,96,3,3,0,0,0,0,2,2,1,1,1,128
583,1,128,96,96,1,128,96,96,3,3,1,1,1,1,1,1,1,1,1,128
588,1,3,417,417,1,16,208,208,3,3,0,0,0,0,2,2,1,1,1,16
589,1,16,208,208,1,32,208,208,3,3,1,1,1,1,1,1,1,1,1,32
590,1,32,208,208,1,64,208,208,3,3,1,1,1,1,1,1,1,1,1,64
591,1,64,209,209,1,128,104,104,3,3,0,0,0,0,2,2,1,1,1,128
592,1,128,104,104,1,128,104,104,3,3,1,1,1,1,1,1,1,1,1,128
599,1,3,449,449,1,16,224,224,3,3,0,0,0,0,2,2,1,1,1,16
600,1,16,224,224,1,32,224,224,3,3,1,1,1,1,1,1,1,1,1,32
601,1,32,224,224,1,64,224,224,3,3,1,1,1,1,1,1,1,1,1,64
602,1,64,225,225,1,128,112,112,3,3,0,0,0,0,2,2,1,1,1,128
603,1,128,112,112,1,128,112,112,3,3,1,1,1,1,1,1,1,1,1,128
608,1,3,224,224,1,10,112,112,3,3,1,1,1,1,2,2,1,1,1,10
623,1,3,224,224,1,128,112,112,7,7,3,3,3,3,2,2,1,1,1,128
635,1,3,224,224,1,16,112,112,3,3,1,1,1,1,2,2,1,1,1,16
636,1,16,112,112,1,32,112,112,3,3,1,1,1,1,1,1,1,1,1,32
637,1,32,112,112,1,64,112,112,3,3,1,1,1,1,1,1,1,1,1,64
638,1,64,112,112,1,128,56,56,3,3,1,1,1,1,2,2,1,1,1,128
639,1,64,56,56,1,64,56,56,3,3,1,1,1,1,1,1,1,1,1,64
